15:34:32.678 [main] INFO  c.a.n.c.e.SearchableProperties - [sortPropertySourceDefaultOrder,197] - properties search order:PROPERTIES->JVM->ENV->DEFAULT_SETTING
15:34:32.740 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.5.Final
15:34:32.996 [main] INFO  c.a.n.p.a.s.c.ClientAuthPluginManager - [init,56] - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.impl.NacosClientAuthServiceImpl success.
15:34:32.997 [main] INFO  c.a.n.p.a.s.c.ClientAuthPluginManager - [init,56] - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.ram.RamClientAuthServiceImpl success.
15:34:35.388 [main] INFO  c.l.p.w.PmHubWorkflowApplication - [logStartupProfileInfo,638] - The following 1 profile is active: "dev"
15:34:37.874 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Initializing ProtocolHandler ["http-nio-6808"]
15:34:37.875 [main] INFO  o.a.c.c.StandardService - [log,173] - Starting service [Tomcat]
15:34:37.876 [main] INFO  o.a.c.c.StandardEngine - [log,173] - Starting Servlet engine: [Apache Tomcat/9.0.83]
15:34:38.087 [main] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring embedded WebApplicationContext
15:34:38.688 [main] INFO  o.f.s.b.ProcessEngineAutoConfiguration - [discoverDeploymentResources,104] - No deployment resources were found for autodeployment
15:34:41.047 [main] INFO  o.f.s.b.e.EventRegistryAutoConfiguration - [discoverDeploymentResources,104] - No deployment resources were found for autodeployment
15:34:41.108 [main] INFO  o.f.s.SpringProcessEngineConfiguration - [initConfigurators,1073] - Found 2 Engine Configurators in total:
15:34:41.109 [main] INFO  o.f.s.SpringProcessEngineConfiguration - [initConfigurators,1075] - class org.flowable.eventregistry.spring.configurator.SpringEventRegistryConfigurator (priority:100000)
15:34:41.109 [main] INFO  o.f.s.SpringProcessEngineConfiguration - [initConfigurators,1075] - class org.flowable.idm.engine.configurator.IdmEngineConfigurator (priority:150000)
15:34:41.109 [main] INFO  o.f.s.SpringProcessEngineConfiguration - [configuratorsBeforeInit,1101] - Executing beforeInit() of class org.flowable.eventregistry.spring.configurator.SpringEventRegistryConfigurator (priority:100000)
15:34:41.112 [main] INFO  o.f.s.SpringProcessEngineConfiguration - [configuratorsBeforeInit,1101] - Executing beforeInit() of class org.flowable.idm.engine.configurator.IdmEngineConfigurator (priority:150000)
15:34:41.841 [main] INFO  c.a.d.p.DruidDataSource - [init,1009] - {dataSource-1} inited
